"Table 1.7 Occupational projections, 2016-26, and worker characteristics, 2016
Advertising sales agents,41-3011,Line item,149.9,144.5,-5.4,-3.6,5.8,17.7," $49,680 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Insurance sales agents,41-3021,Line item,501.4,551.2,49.8,9.9,18.4,54.7," $49,710 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Securities, commodities, and financial services sales agents",41-3031,Line item,375.7,398.9,23.3,6.2,4.8,38.0," $63,780 ",Bachelor's degree,None,Moderate-term on-the-job training
Travel agents,41-3041,Line item,81.7,72.2,-9.5,-11.7,14.9,7.8," $36,990 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Sales representatives, services, all other",41-3099,Line item,983.0,"1,077.9",94.9,9.7,1.8,131.0," $52,510 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Sales representatives, wholesale and manufacturing",41-4000,Summary,"1,813.5","1,907.6",94.1,5.2,3.8,195.4," $60,340 ",—,—,—
"Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,343.6,361.3,17.6,5.1,3.8,37.0," $78,830 ",Bachelor's degree,None,Moderate-term on-the-job training
"Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,Line item,"1,469.9","1,546.3",76.4,5.2,3.8,158.4," $56,970 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Other sales and related workers,41-9000,Summary,"1,013.4","1,060.0",46.5,4.6,33.9,125.9," $33,630 ",—,—,—
"Models, demonstrators, and product promoters",41-9010,Summary,99.5,105.7,6.2,6.2,8.0,17.9," $26,970 ",—,—,—
Demonstrators and product promoters,41-9011,Line item,94.7,100.9,6.2,6.6,8.0,17.1," $27,060 ",No formal educational credential,None,Short-term on-the-job training
Models,41-9012,Line item,4.8,4.8,-0.1,-1.3,6.6,0.8," $22,900 ",No formal educational credential,None,None
Real estate brokers and sales agents,41-9020,Summary,444.1,469.0,24.9,5.6,56.0,43.7," $47,880 ",—,—,—
Real estate brokers,41-9021,Line item,95.3,100.0,4.7,4.9,56.5,9.3," $56,730 ",High school diploma or equivalent,Less than 5 years,None
Real estate sales agents,41-9022,Line item,348.8,369.0,20.2,5.8,55.8,34.4," $45,990 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Sales engineers,41-9031,Line item,74.9,80.1,5.2,6.9,0.1,8.3," $98,720 ",Bachelor's degree,None,Moderate-term on-the-job training
Telemarketers,41-9041,Line item,216.6,216.6,0.0,0.0,0.3,33.3," $24,460 ",No formal educational credential,None,Short-term on-the-job training
Miscellaneous sales and related workers,41-9090,Summary,178.3,188.6,10.3,5.8,48.5,22.7," $32,840 ",—,—,—
"Door-to-door sales workers, news and street vendors, and related workers",41-9091,Line item,82.4,82.4,0.1,0.1,90.2,8.6," $23,810 ",No formal educational credential,None,Short-term on-the-job training
"Sales and related workers, all other",41-9099,Line item,95.9,106.1,10.2,10.6,12.7,14.1," $33,890 ",High school diploma or equivalent,None,None
Office and administrative support occupations,43-0000,Summary,"23,081.2","23,230.8",149.6,0.6,1.0,"2,596.4"," $34,740 ",—,—,—
Supervisors of office and administrative support workers,43-1000,Summary,"1,506.3","1,557.4",51.2,3.4,0.8,153.0," $55,060 ",—,—,—
First-line supervisors of office and administrative support workers,43-1011,Line item,"1,506.3","1,557.4",51.2,3.4,0.8,153.0," $55,060 ",High school diploma or equivalent,Less than 5 years,None
Communications equipment operators,43-2000,Summary,104.7,84.4,-20.3,-19.4,—,10.2," $29,160 ",—,—,—
"Switchboard operators, including answering service",43-2011,Line item,93.2,74.7,-18.5,-19.9,—,9.0," $28,700 ",High school diploma or equivalent,None,Short-term on-the-job training
Telephone operators,43-2021,Line item,9.1,7.0,-2.0,-22.6,—,0.9," $36,320 ",High school diploma or equivalent,None,Short-term on-the-job training
"Communications equipment operators, all other",43-2099,Line item,2.4,2.6,0.2,10.4,—,0.3," $41,480 ",High school diploma or equivalent,None,Short-term on-the-job training
Financial clerks,43-3000,Summary,"3,336.6","3,330.4",-6.3,-0.2,2.2,358.5," $36,520 ",—,—,—
Bill and account collectors,43-3011,Line item,305.7,296.7,-9.1,-3.0,0.7,30.2," $35,330 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Billing and posting clerks,43-3021,Line item,501.0,571.6,70.7,14.1,1.0,59.5," $36,860 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Bookkeeping, accounting, and auditing clerks",43-3031,Line item,"1,730.5","1,705.3",-25.2,-1.5,3.8,186.4," $39,240 ","Some college, no degree",None,Moderate-term on-the-job training
Gaming cage workers,43-3041,Line item,19.0,19.3,0.3,1.4,—,3.0," $26,320 ",High school diploma or equivalent,None,Short-term on-the-job training
Payroll and timekeeping clerks,43-3051,Line item,166.3,164.7,-1.6,-0.9,0.3,16.1," $43,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Procurement clerks,43-3061,Line item,74.9,71.7,-3.2,-4.3,1.0,7.5," $41,910 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Tellers,43-3071,Line item,502.7,460.9,-41.8,-8.3,0.1,51.5," $28,110 ",High school diploma or equivalent,None,Short-term on-the-job training
"Financial clerks, all other",43-3099,Line item,36.6,40.2,3.6,9.9,2.9,4.3," $39,970 ",High school diploma or equivalent,None,Short-term on-the-job training
Information and record clerks,43-4000,Summary,"5,830.0","6,137.9",307.9,5.3,0.6,760.0," $32,270 ",—,—,—
Brokerage clerks,43-4011,Line item,60.4,63.4,3.0,5.0,—,6.6," $49,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Correspondence clerks,43-4021,Line item,7.2,7.4,0.2,2.1,1.1,0.8," $36,620 ",High school diploma or equivalent,None,Short-term on-the-job training
"Court, municipal, and license clerks",43-4031,Line item,135.5,144.2,8.8,6.5,1.5,12.6," $37,300 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Credit authorizers, checkers, and clerks",43-4041,Line item,38.5,37.4,-1.1,-2.8,1.0,3.7," $37,290 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Customer service representatives,43-4051,Line item,"2,784.5","2,920.8",136.3,4.9,0.5,373.5," $32,890 ",High school diploma or equivalent,None,Short-term on-the-job training
"Eligibility interviewers, government programs",43-4061,Line item,143.1,151.6,8.5,6.0,—,13.6," $44,400 ",High school diploma or equivalent,None,Moderate-term on-the-job training
File clerks,43-4071,Line item,135.0,121.0,-14.0,-10.4,0.7,14.2," $30,120 ",High school diploma or equivalent,None,Short-term on-the-job training
"Hotel, motel, and resort desk clerks",43-4081,Line item,252.6,263.8,11.2,4.4,0.4,40.9," $22,850 ",High school diploma or equivalent,None,Short-term on-the-job training
"Interviewers, except eligibility and loan",43-4111,Line item,194.7,205.7,11.0,5.7,0.0,24.3," $33,110 ",High school diploma or equivalent,None,Short-term on-the-job training
"Library assistants, clerical",43-4121,Line item,104.3,114.1,9.8,9.4,—,16.3," $25,810 ",High school diploma or equivalent,None,Short-term on-the-job training
Loan interviewers and clerks,43-4131,Line item,229.8,258.2,28.4,12.3,0.8,25.7," $39,060 ",High school diploma or equivalent,None,Short-term on-the-job training
New accounts clerks,43-4141,Line item,42.0,39.4,-2.6,-6.2,—,4.0," $35,260 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Order clerks,43-4151,Line item,179.0,175.3,-3.7,-2.1,1.2,19.4," $33,510 ",High school diploma or equivalent,None,Short-term on-the-job training
"Human resources assistants, except payroll and timekeeping",43-4161,Line item,141.5,138.9,-2.6,-1.8,—,15.1," $39,480 ",Associate's degree,None,None
Receptionists and information clerks,43-4171,Line item,"1,053.7","1,149.2",95.5,9.1,1.0,151.1," $28,390 ",High school diploma or equivalent,None,Short-term on-the-job training
Reservation and transportation ticket agents and travel clerks,43-4181,Line item,150.1,155.8,5.6,3.8,0.5,16.3," $36,280 ",High school diploma or equivalent,None,Short-term on-the-job training
"Information and record clerks, all other",43-4199,Line item,178.1,191.7,13.6,7.6,0.1,21.9," $39,860 ",High school diploma or equivalent,None,Short-term on-the-job training
"Material recording, scheduling, dispatching, and distributing workers",43-5000,Summary,"4,117.5","4,199.4",81.9,2.0,0.7,454.5," $31,100 ",—,—,—
Cargo and freight agents,43-5011,Line item,89.8,99.1,9.3,10.4,0.2,8.6," $41,820 ",High school diploma or equivalent,None,Short-term on-the-job training
Couriers and messengers,43-5021,Line item,95.0,105.9,10.9,11.5,20.1,10.1," $28,250 ",High school diploma or equivalent,None,Short-term on-the-job training
Dispatchers,43-5030,Summary,300.3,308.3,8.0,2.7,0.7,27.9," $39,090 ",—,—,—
"Police, fire, and ambulance dispatchers",43-5031,Line item,98.6,106.7,8.2,8.3,—,10.0," $39,640 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Dispatchers, except police, fire, and ambulance",43-5032,Line item,201.7,201.6,-0.1,-0.1,1.0,18.0," $38,790 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Meter readers, utilities",43-5041,Line item,34.8,33.2,-1.5,-4.4,—,2.3," $39,240 ",High school diploma or equivalent,None,Short-term on-the-job training
Postal service workers,43-5050,Summary,502.4,437.1,-65.3,-13.0,—,26.1," $57,260 ",—,—,—
Postal service clerks,43-5051,Line item,79.0,69.5,-9.5,-12.1,—,4.8," $58,550 ",High school diploma or equivalent,None,Short-term on-the-job training
Postal service mail carriers,43-5052,Line item,316.7,278.5,-38.2,-12.1,—,16.1," $57,000 ",High school diploma or equivalent,None,Short-term on-the-job training
"Postal service mail sorters, processors, and processing machine operators",43-5053,Line item,106.7,89.1,-17.5,-16.5,—,5.2," $57,260 ",High school diploma or equivalent,None,Short-term on-the-job training
"Production, planning, and expediting clerks",43-5061,Line item,329.4,347.4,18.0,5.5,0.6,35.5," $46,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Shipping, receiving, and traffic clerks",43-5071,Line item,681.4,681.5,0.1,0.0,0.1,67.2," $31,810 ",High school diploma or equivalent,None,Short-term on-the-job training
Stock clerks and order fillers,43-5081,Line item,"2,008.6","2,109.6",100.9,5.0,0.2,269.2," $24,470 ",High school diploma or equivalent,None,Short-term on-the-job training
"Weighers, measurers, checkers, and samplers, recordkeeping",43-5111,Line item,75.9,77.3,1.4,1.8,1.3,7.6," $30,180 ",High school diploma or equivalent,None,Short-term on-the-job training
Secretaries and administrative assistants,43-6000,Summary,"3,990.4","3,798.2",-192.2,-4.8,0.9,394.6," $37,870 ",—,—,—
Executive secretaries and executive administrative assistants,43-6011,Line item,685.3,566.2,-119.2,-17.4,0.9,54.6," $57,410 ",High school diploma or equivalent,Less than 5 years,None
Legal secretaries,43-6012,Line item,194.7,157.5,-37.1,-19.1,1.1,15.0," $44,730 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Medical secretaries,43-6013,Line item,574.2,703.2,129.0,22.5,1.1,80.8," $34,610 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Secretaries and administrative assistants, except legal, medical, and executive",43-6014,Line item,"2,536.2","2,371.3",-164.9,-6.5,0.9,244.3," $35,590 ",High school diploma or equivalent,None,Short-term on-the-job training
Other office and administrative support workers,43-9000,Summary,"4,195.7","4,123.2",-72.5,-1.7,1.0,465.6," $32,560 ",—,—,—
Computer operators,43-9011,Line item,51.5,39.7,-11.8,-22.8,5.1,3.4," $44,270 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Data entry and information processing workers,43-9020,Summary,278.7,210.7,-68.1,-24.4,3.1,21.3," $32,960 ",—,—,—
Data entry keyers,43-9021,Line item,203.8,160.6,-43.3,-21.2,1.6,16.8," $30,930 ",High school diploma or equivalent,None,Short-term on-the-job training
Word processors and typists,43-9022,Line item,74.9,50.1,-24.8,-33.1,7.2,4.5," $39,740 ",High school diploma or equivalent,None,Short-term on-the-job training
Desktop publishers,43-9031,Line item,14.6,12.5,-2.0,-14.0,7.0,1.2," $42,350 ",Associate's degree,None,Short-term on-the-job training
Insurance claims and policy processing clerks,43-9041,Line item,308.5,342.6,34.1,11.1,1.0,35.6," $38,790 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Mail clerks and mail machine operators, except postal service",43-9051,Line item,95.5,88.4,-7.1,-7.4,0.1,9.4," $29,620 ",High school diploma or equivalent,None,Short-term on-the-job training
"Office clerks, general",43-9061,Line item,"3,117.7","3,086.0",-31.8,-1.0,0.4,356.2," $31,500 ",High school diploma or equivalent,None,Short-term on-the-job training
"Office machine operators, except computer",43-9071,Line item,59.9,50.5,-9.4,-15.6,—,5.1," $31,360 ",High school diploma or equivalent,None,Short-term on-the-job training
Proofreaders and copy markers,43-9081,Line item,14.2,14.4,0.2,1.7,12.3,2.2," $37,550 ",Bachelor's degree,None,None
Statistical assistants,43-9111,Line item,11.8,12.9,1.1,9.2,—,1.6," $47,400 ",Bachelor's degree,None,None
"Office and administrative support workers, all other",43-9199,Line item,243.2,265.4,22.1,9.1,4.0,29.4," $35,590 ",High school diploma or equivalent,None,Short-term on-the-job training
"Farming, fishing, and forestry occupations",45-0000,Summary,"1,060.1","1,056.7",-3.5,-0.3,4.0,154.3," $24,390 ",—,—,—
"Supervisors of farming, fishing, and forestry workers",45-1000,Summary,48.7,49.7,0.9,1.9,12.3,6.5," $46,570 ",—,—,—
"First-line supervisors of farming, fishing, and forestry workers",45-1011,Line item,48.7,49.7,0.9,1.9,12.3,6.5," $46,570 ",High school diploma or equivalent,Less than 5 years,None
Agricultural workers,45-2000,Summary,914.8,914.7,0.0,0.0,0.5,136.7," $23,830 ",—,—,—
Agricultural inspectors,45-2011,Line item,15.6,16.3,0.7,4.6,—,2.2," $43,390 ",Bachelor's degree,None,Moderate-term on-the-job training
Animal breeders,45-2021,Line item,9.0,9.2,0.2,2.0,—,1.4," $37,560 ",High school diploma or equivalent,None,Short-term on-the-job training
"Graders and sorters, agricultural products",45-2041,Line item,42.9,42.5,-0.4,-0.9,0.2,5.7," $23,340 ",No formal educational credential,None,Short-term on-the-job training
Miscellaneous agricultural workers,45-2090,Summary,847.3,846.7,-0.6,-0.1,0.5,127.5," $23,710 ",—,—,—
Agricultural equipment operators,45-2091,Line item,63.9,67.4,3.5,5.5,0.6,10.2," $30,110 ",No formal educational credential,None,Moderate-term on-the-job training
"Farmworkers and laborers, crop, nursery, and greenhouse",45-2092,Line item,503.7,509.2,5.5,1.1,0.7,76.8," $23,380 ",No formal educational credential,None,Short-term on-the-job training
"Farmworkers, farm, ranch, and aquacultural animals",45-2093,Line item,268.1,258.0,-10.1,-3.8,0.2,38.6," $25,470 ",No formal educational credential,None,Short-term on-the-job training
"Agricultural workers, all other",45-2099,Line item,11.6,12.1,0.5,4.4,0.4,1.8," $30,600 ",No formal educational credential,None,Short-term on-the-job training
Fishing and hunting workers,45-3000,Line item,27.0,29.9,2.9,10.8,60.6,3.1," $28,530 ",No formal educational credential,None,Moderate-term on-the-job training
"Forest, conservation, and logging workers",45-4000,Summary,69.6,62.4,-7.3,-10.4,22.3,8.0," $37,460 ",—,—,—
Forest and conservation workers,45-4011,Line item,14.3,14.0,-0.3,-2.4,13.6,2.1," $27,650 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Logging workers,45-4020,Summary,55.3,48.4,-6.9,-12.5,24.6,5.9," $38,840 ",—,—,—
Fallers,45-4021,Line item,7.5,6.3,-1.2,-16.2,25.1,0.8," $40,690 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Logging equipment operators,45-4022,Line item,39.1,34.2,-4.9,-12.6,24.6,4.2," $38,390 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Log graders and scalers,45-4023,Line item,4.2,4.1,-0.1,-3.0,25.1,0.5," $37,880 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Logging workers, all other",45-4029,Line item,4.5,3.9,-0.7,-14.7,23.3,0.5," $39,740 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Construction and extraction occupations,47-0000,Summary,"6,812.5","7,560.0",747.6,11.0,17.5,798.1," $44,730 ",—,—,—
Supervisors of construction and extraction workers,47-1000,Summary,602.5,678.3,75.8,12.6,10.2,68.5," $64,070 ",—,—,—
First-line supervisors of construction trades and extraction workers,47-1011,Line item,602.5,678.3,75.8,12.6,10.2,68.5," $64,070 ",High school diploma or equivalent,5 years or more,None
Construction trades workers,47-2000,Summary,"5,347.0","5,908.0",561.0,10.5,20.6,610.5," $43,490 ",—,—,—
Boilermakers,47-2011,Line item,17.2,18.7,1.5,9.0,3.2,1.9," $62,260 ",High school diploma or equivalent,None,Apprenticeship
"Brickmasons, blockmasons, and stonemasons",47-2020,Summary,110.0,121.2,11.2,10.2,29.8,10.9," $48,200 ",—,—,—
Brickmasons and blockmasons,47-2021,Line item,91.1,100.5,9.4,10.3,29.8,9.0," $49,770 ",High school diploma or equivalent,None,Apprenticeship
Stonemasons,47-2022,Line item,18.9,20.7,1.8,9.5,29.9,1.8," $38,940 ",High school diploma or equivalent,None,Apprenticeship
Carpenters,47-2031,Line item,"1,025.6","1,109.4",83.8,8.2,33.2,104.4," $45,170 ",High school diploma or equivalent,None,Apprenticeship
"Carpet, floor, and tile installers and finishers",47-2040,Summary,122.3,134.0,11.7,9.6,35.9,11.9," $40,250 ",—,—,—
Carpet installers,47-2041,Line item,40.4,44.2,3.8,9.4,35.9,3.9," $38,830 ",No formal educational credential,None,Short-term on-the-job training
"Floor layers, except carpet, wood, and hard tiles",47-2042,Line item,16.3,17.9,1.6,9.7,35.8,1.6," $40,040 ",No formal educational credential,None,Moderate-term on-the-job training
Floor sanders and finishers,47-2043,Line item,7.3,7.9,0.7,9.5,35.9,0.7," $36,950 ",No formal educational credential,None,Moderate-term on-the-job training
Tile and marble setters,47-2044,Line item,58.3,64.0,5.6,9.7,35.9,5.7," $41,680 ",No formal educational credential,None,Long-term on-the-job training
"Cement masons, concrete finishers, and terrazzo workers",47-2050,Summary,182.5,205.5,23.0,12.6,2.4,22.8," $40,650 ",—,—,—
Cement masons and concrete finishers,47-2051,Line item,178.9,201.5,22.5,12.6,2.4,22.4," $40,650 ",No formal educational credential,None,Moderate-term on-the-job training
Terrazzo workers and finishers,47-2053,Line item,3.6,4.0,0.4,12.3,2.4,0.4," $40,590 ",High school diploma or equivalent,None,Apprenticeship
Construction laborers,47-2061,Line item,"1,216.7","1,367.1",150.4,12.4,25.1,145.3," $34,530 ",No formal educational credential,None,Short-term on-the-job training
Construction equipment operators,47-2070,Summary,426.6,479.3,52.7,12.3,3.1,53.9," $46,080 ",—,—,—
"Paving, surfacing, and tamping equipment operators",47-2071,Line item,51.9,58.2,6.3,12.1,0.3,6.2," $39,120 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Pile-driver operators,47-2072,Line item,3.7,4.2,0.5,14.6,4.1,0.5," $57,650 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Operating engineers and other construction equipment operators,47-2073,Line item,371.1,416.9,45.8,12.3,3.5,47.3," $47,040 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Drywall installers, ceiling tile installers, and tapers",47-2080,Summary,143.2,144.4,1.2,0.9,22.3,12.5," $43,970 ",—,—,—
Drywall and ceiling tile installers,47-2081,Line item,119.5,120.7,1.2,1.0,22.3,10.5," $42,860 ",No formal educational credential,None,Moderate-term on-the-job training
Tapers,47-2082,Line item,23.7,23.8,0.1,0.3,22.3,2.1," $51,620 ",No formal educational credential,None,Moderate-term on-the-job training
Electricians,47-2111,Line item,666.9,726.5,59.6,8.9,8.1,82.0," $54,110 ",High school diploma or equivalent,None,Apprenticeship
Glaziers,47-2121,Line item,50.1,55.3,5.3,10.5,5.3,6.5," $42,580 ",High school diploma or equivalent,None,Apprenticeship
Insulation workers,47-2130,Summary,59.5,62.7,3.2,5.3,4.9,6.6," $39,930 ",—,—,—
"Insulation workers, floor, ceiling, and wall",47-2131,Line item,30.9,31.3,0.4,1.3,5.0,3.3," $37,050 ",No formal educational credential,None,Short-term on-the-job training
"Insulation workers, mechanical",47-2132,Line item,28.6,31.4,2.8,9.7,4.9,3.4," $45,550 ",High school diploma or equivalent,None,Apprenticeship
Painters and paperhangers,47-2140,Summary,387.3,409.4,22.2,5.7,42.3,35.7," $37,950 ",—,—,—
"Painters, construction and maintenance",47-2141,Line item,381.5,403.4,21.9,5.7,42.3,35.2," $37,960 ",No formal educational credential,None,Moderate-term on-the-job training
Paperhangers,47-2142,Line item,5.7,6.0,0.3,4.6,43.9,0.5," $37,030 ",No formal educational credential,None,Long-term on-the-job training
"Pipelayers, plumbers, pipefitters, and steamfitters",47-2150,Summary,524.8,607.5,82.7,15.8,12.4,66.7," $51,420 ",—,—,—
Pipelayers,47-2151,Line item,44.1,51.7,7.6,17.2,10.7,5.7," $38,400 ",No formal educational credential,None,Short-term on-the-job training
"Plumbers, pipefitters, and steamfitters",47-2152,Line item,480.6,555.8,75.2,15.6,12.6,61.0," $52,590 ",High school diploma or equivalent,None,Apprenticeship
Plasterers and stucco masons,47-2161,Line item,27.7,28.8,1.1,3.9,18.0,2.7," $40,750 ",No formal educational credential,None,Long-term on-the-job training
Reinforcing iron and rebar workers,47-2171,Line item,20.1,22.5,2.4,12.1,—,2.4," $46,850 ",High school diploma or equivalent,None,Apprenticeship
Roofers,47-2181,Line item,146.2,162.4,16.2,11.1,20.9,16.5," $38,970 ",No formal educational credential,None,Moderate-term on-the-job training
Sheet metal workers,47-2211,Line item,138.9,150.9,12.0,8.7,1.9,16.2," $47,990 ",High school diploma or equivalent,None,Apprenticeship
Structural iron and steel workers,47-2221,Line item,70.2,79.2,9.0,12.8,0.9,8.7," $52,610 ",High school diploma or equivalent,None,Apprenticeship
Solar photovoltaic installers,47-2231,Line item,11.3,23.1,11.8,104.9,20.3,3.0," $39,490 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Helpers, construction trades",47-3000,Summary,232.7,262.8,30.1,12.9,1.0,37.4," $30,120 ",—,—,—
"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",47-3011,Line item,24.1,27.0,2.9,12.1,1.0,3.8," $31,710 ",No formal educational credential,None,Short-term on-the-job training
Helpers--carpenters,47-3012,Line item,36.7,41.4,4.7,12.8,1.0,5.9," $29,860 ",No formal educational credential,None,Short-term on-the-job training
Helpers--electricians,47-3013,Line item,73.2,80.9,7.7,10.6,1.0,11.5," $30,540 ",High school diploma or equivalent,None,Short-term on-the-job training
"Helpers--painters, paperhangers, plasterers, and stucco masons",47-3014,Line item,10.9,11.4,0.5,4.1,1.0,1.6," $28,760 ",No formal educational credential,None,Short-term on-the-job training
"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",47-3015,Line item,55.5,65.8,10.3,18.6,0.9,9.5," $29,890 ",High school diploma or equivalent,None,Short-term on-the-job training
Helpers--roofers,47-3016,Line item,10.2,11.5,1.3,12.4,1.0,1.6," $28,500 ",No formal educational credential,None,Short-term on-the-job training
"Helpers, construction trades, all other",47-3019,Line item,22.1,24.8,2.7,12.1,0.9,3.5," $29,660 ",No formal educational credential,None,Short-term on-the-job training
Other construction and related workers,47-4000,Summary,435.8,480.4,44.6,10.2,5.6,53.2," $44,090 ",—,—,—
Construction and building inspectors,47-4011,Line item,105.1,115.7,10.5,10.0,7.6,12.7," $59,090 ",High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
Elevator installers and repairers,47-4021,Line item,22.1,24.8,2.7,12.1,—,3.0," $79,480 ",High school diploma or equivalent,None,Apprenticeship
Fence erectors,47-4031,Line item,25.1,27.9,2.7,10.8,15.1,3.2," $33,320 ",No formal educational credential,None,Moderate-term on-the-job training
Hazardous materials removal workers,47-4041,Line item,46.2,54.1,7.9,17.2,4.0,6.7," $41,400 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Highway maintenance workers,47-4051,Line item,149.9,160.2,10.3,6.9,1.0,16.5," $38,700 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Rail-track laying and maintenance equipment operators,47-4061,Line item,14.0,15.2,1.2,8.6,—,1.5," $56,060 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Septic tank servicers and sewer pipe cleaners,47-4071,Line item,28.5,33.4,4.9,17.2,7.0,4.3," $37,950 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous construction and related workers,47-4090,Summary,44.8,49.2,4.3,9.7,16.7,5.3," $38,040 ",—,—,—
Segmental pavers,47-4091,Line item,2.1,2.4,0.3,12.0,20.7,0.3, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
"Construction and related workers, all other",47-4099,Line item,42.7,46.8,4.1,9.6,16.5,5.1, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
Extraction workers,47-5000,Summary,194.4,230.6,36.2,18.6,1.9,28.6," $44,070 ",—,—,—
"Derrick, rotary drill, and service unit operators, oil, gas, and mining",47-5010,Summary,69.2,85.8,16.6,24.0,—,10.8," $49,000 ",—,—,—
"Derrick operators, oil and gas",47-5011,Line item,11.1,13.9,2.8,25.7,—,1.8," $46,140 ",No formal educational credential,None,Short-term on-the-job training
"Rotary drill operators, oil and gas",47-5012,Line item,16.7,20.8,4.0,24.2,—,2.6," $53,980 ",No formal educational credential,None,Moderate-term on-the-job training
"Service unit operators, oil, gas, and mining",47-5013,Line item,41.4,51.1,9.7,23.4,—,6.4," $48,290 ",No formal educational credential,None,Moderate-term on-the-job training
"Earth drillers, except oil and gas",47-5021,Line item,19.6,23.5,3.9,19.6,8.3,2.6," $43,850 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Explosives workers, ordnance handling experts, and blasters",47-5031,Line item,6.3,6.8,0.5,7.1,—,0.8," $49,650 ",High school diploma or equivalent,Less than 5 years,Long-term on-the-job training
Mining machine operators,47-5040,Summary,20.6,19.9,-0.7,-3.5,5.5,2.3," $53,200 ",—,—,—
Continuous mining machine operators,47-5041,Line item,12.3,11.9,-0.5,-3.7,5.5,1.4," $54,620 ",No formal educational credential,None,Moderate-term on-the-job training
Mine cutting and channeling machine operators,47-5042,Line item,6.1,5.8,-0.3,-4.5,5.5,0.7," $52,270 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Mining machine operators, all other",47-5049,Line item,2.2,2.2,0.0,0.2,5.5,0.3," $48,850 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Rock splitters, quarry",47-5051,Line item,3.7,3.5,-0.2,-6.3,—,0.4," $34,350 ",No formal educational credential,None,Short-term on-the-job training
"Roof bolters, mining",47-5061,Line item,3.7,3.5,-0.2,-5.2,—,0.4," $58,450 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Roustabouts, oil and gas",47-5071,Line item,50.0,62.4,12.4,24.8,1.8,8.0," $36,960 ",No formal educational credential,None,Moderate-term on-the-job training
Helpers--extraction workers,47-5081,Line item,17.0,20.3,3.4,19.7,—,2.6," $35,710 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Extraction workers, all other",47-5099,Line item,4.2,4.8,0.7,15.9,—,0.6," $49,230 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Installation, maintenance, and repair occupations",49-0000,Summary,"5,905.4","6,293.6",388.2,6.6,5.2,610.6," $44,520 ",—,—,—
"Supervisors of installation, maintenance, and repair workers",49-1000,Summary,462.2,495.0,32.8,7.1,0.1,43.4," $64,780 ",—,—,—
"First-line supervisors of mechanics, installers, and repairers",49-1011,Line item,462.2,495.0,32.8,7.1,0.1,43.4," $64,780 ",High school diploma or equivalent,Less than 5 years,None
"Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Summary,628.1,621.3,-6.7,-1.1,5.4,60.8," $49,530 ",—,—,—
"Computer, automated teller, and office machine repairers",49-2011,Line item,119.5,117.7,-1.8,-1.5,14.9,11.2," $37,710 ","Some college, no degree",None,Short-term on-the-job training
Radio and telecommunications equipment installers and repairers,49-2020,Summary,252.1,234.7,-17.4,-6.9,2.2,23.5," $53,590 ",—,—,—
